Boroughs,Latitude,Longitude,Prop_Type,Min_Nights,Host_Listing_Cnt,Days_Available,Review_Cnt,Reviews30d,Price
Queens,40.75179,-73.89015,EntireHome,2,1,0,6,0.17,100
Queens,40.75181,-73.93702,EntireHome,2,1,5,1,0.6,200
Queens,40.75181,-73.89064,PrivateRoom,25,18,364,1,0.09,40
Queens,40.75181,-73.81356,PrivateRoom,1,8,48,1,1,55
Queens,40.75183,-73.80665,EntireHome,2,1,78,38,1.76,139
Queens,40.75184,-73.88722,PrivateRoom,1,1,30,48,2.28,60
Queens,40.75188,-73.94548,PrivateRoom,3,1,0,1,0.1,95
Queens,40.75192,-73.94074,EntireHome,2,1,28,6,0.63,125
Queens,40.75193,-73.89085,PrivateRoom,4,1,0,2,0.03,50
Queens,40.75193,-73.87873,PrivateRoom,5,3,180,30,0.37,69
Queens,40.75196,-73.86893,EntireHome,2,1,44,18,4.78,260
Queens,40.75202,-73.93588,SharedRoom,4,2,1,1,0.1,65
Queens,40.75203,-73.9361,PrivateRoom,3,1,0,8,0.53,80
Queens,40.75204,-73.9226,PrivateRoom,3,1,77,17,3.36,30
Queens,40.75204,-73.88902,PrivateRoom,5,1,218,3,0.18,70
Queens,40.75211,-73.94082,EntireHome,5,1,0,4,0.14,149
Queens,40.75212,-73.88248,PrivateRoom,4,2,179,3,0.27,80
Queens,40.75214,-73.92327,PrivateRoom,3,1,359,3,0.98,85
Queens,40.75214,-73.8584,PrivateRoom,4,2,124,22,0.83,40
Queens,40.75215,-73.93913,EntireHome,7,1,0,9,0.19,150
Queens,40.75221,-73.81533,PrivateRoom,1,4,359,33,1.97,60
Queens,40.75224,-73.81505,PrivateRoom,1,4,345,80,3.42,49
Queens,40.75226,-73.94089,EntireHome,1,1,0,9,0.18,110
Queens,40.75227,-73.95012,EntireHome,4,1,156,81,1.39,160
Queens,40.75228,-73.88699,PrivateRoom,30,1,30,3,0.23,42
Queens,40.7523,-73.87204,PrivateRoom,3,1,24,12,0.94,46
Queens,40.75231,-73.8756,EntireHome,2,7,29,8,2.7,69
Queens,40.75233,-73.9394,PrivateRoom,1,1,217,24,1.79,55
Queens,40.75235,-73.93714,PrivateRoom,1,1,0,4,0.08,52
Queens,40.75235,-73.82583,EntireHome,1,3,304,2,2,201
Queens,40.75236,-73.89172,PrivateRoom,3,1,169,23,0.82,70
Queens,40.75236,-73.75519,PrivateRoom,2,1,0,2,0.1,41
Queens,40.75237,-73.93342,PrivateRoom,1,8,299,6,4.86,89
Queens,40.75237,-73.93106,PrivateRoom,1,5,338,5,2.46,99
Queens,40.75239,-73.89021,PrivateRoom,3,1,0,12,1.47,45
Queens,40.75243,-73.89553,PrivateRoom,1,2,32,191,7.81,59
Queens,40.75243,-73.8259,EntireHome,1,3,326,1,1,267
Queens,40.75245,-73.88586,PrivateRoom,3,2,44,8,4.9,55
Queens,40.75246,-73.87505,EntireHome,2,7,46,13,4.64,79
Queens,40.75247,-73.90033,EntireHome,3,1,0,1,0.05,90
Queens,40.75249,-73.90041,PrivateRoom,1,1,0,53,4.91,45
Queens,40.7525,-73.81126,EntireHome,1,2,258,320,4.13,81
Queens,40.75251,-73.8898,EntireHome,7,1,0,2,0.05,105
Queens,40.75251,-73.86401,PrivateRoom,2,5,90,60,3.7,51
Queens,40.75255,-73.93654,PrivateRoom,4,2,315,19,0.4,90
Queens,40.75256,-73.93671,EntireHome,6,1,118,6,1.7,250
Queens,40.75256,-73.93169,PrivateRoom,1,5,327,3,1.76,99
Queens,40.75259,-73.94104,PrivateRoom,2,2,90,14,0.53,97
Queens,40.75263,-73.774,PrivateRoom,1,3,336,94,4.2,35
Queens,40.75266,-73.90336,PrivateRoom,5,2,144,9,0.28,70
Queens,40.75268,-73.88595,PrivateRoom,1,2,320,8,4.62,55
Queens,40.75273,-73.87144,EntireHome,2,1,202,169,3.62,104
Queens,40.75274,-73.87777,EntireHome,3,1,190,86,2.32,125
Queens,40.75275,-73.88186,PrivateRoom,30,2,0,2,0.32,59
Queens,40.75276,-73.93102,PrivateRoom,3,3,343,48,1.67,77
Queens,40.75276,-73.82749,PrivateRoom,6,1,349,2,0.26,46
Queens,40.75278,-73.89114,PrivateRoom,3,1,63,1,0.33,70
Queens,40.75281,-73.87654,EntireHome,3,1,305,38,4.13,128
Queens,40.75283,-73.93139,PrivateRoom,1,5,342,3,1.45,99
Queens,40.75283,-73.92915,PrivateRoom,2,3,345,97,1.42,73
Queens,40.75283,-73.92504,PrivateRoom,2,1,304,1,1,375
Queens,40.75283,-73.82561,PrivateRoom,1,1,365,2,1.3,46
Queens,40.75285,-73.93428,PrivateRoom,1,8,347,1,1,139
Queens,40.75286,-73.93539,EntireHome,3,1,59,33,2.6,71
Queens,40.75287,-73.86435,PrivateRoom,2,5,98,34,1.96,37
Queens,40.7529,-73.92985,PrivateRoom,2,3,278,26,0.32,63
Queens,40.75291,-73.92305,PrivateRoom,3,1,163,5,1.88,75
Queens,40.75291,-73.83135,PrivateRoom,1,3,364,2,0.95,80
Queens,40.75292,-73.88129,EntireHome,6,1,220,2,0.1,135
Queens,40.75293,-73.93757,PrivateRoom,1,1,27,215,5.64,74
Queens,40.75293,-73.90304,PrivateRoom,4,2,218,49,1.19,50
Queens,40.75295,-73.93228,PrivateRoom,2,1,309,5,0.06,65
Queens,40.75295,-73.86465,PrivateRoom,2,5,58,71,4.12,37
Queens,40.75296,-73.93716,EntireHome,2,1,285,184,2.19,350
Queens,40.75297,-73.93698,EntireHome,1,10,326,1,1,499
Queens,40.75298,-73.92847,EntireHome,31,1,63,9,0.77,97
Queens,40.75298,-73.87675,PrivateRoom,2,7,32,11,2.58,40
Queens,40.75299,-73.8307,PrivateRoom,1,1,39,52,1.85,58
Queens,40.753,-73.93485,PrivateRoom,1,8,310,5,4.55,999
Queens,40.75302,-73.8797,PrivateRoom,1,2,0,15,0.38,47
Queens,40.75303,-73.93287,PrivateRoom,4,2,7,83,4.37,44
Queens,40.75304,-73.87661,PrivateRoom,2,1,0,7,3.96,40
Queens,40.75305,-73.93487,PrivateRoom,1,1,286,25,1.37,68
Queens,40.75308,-73.89419,SharedRoom,2,1,258,2,1.36,65
Queens,40.75311,-73.93628,EntireHome,2,1,177,32,2.5,285
Queens,40.75312,-73.86479,PrivateRoom,2,5,115,61,3.6,39
Queens,40.75314,-73.93644,PrivateRoom,1,10,357,13,4.38,89
Queens,40.75314,-73.81964,EntireHome,3,1,55,51,2.44,245
Queens,40.75317,-73.93502,PrivateRoom,1,10,360,7,2.33,99
Queens,40.75318,-73.88404,PrivateRoom,2,1,122,6,1.05,80
Queens,40.7532,-73.87731,EntireHome,3,1,248,12,0.34,125
Queens,40.75323,-73.94025,EntireHome,4,2,209,75,3.43,298
Queens,40.75328,-73.92244,PrivateRoom,1,1,0,5,0.1,55
Queens,40.75328,-73.90855,EntireHome,2,1,234,75,2.14,300
Queens,40.75331,-73.93907,EntireHome,4,2,236,71,3.41,300
Queens,40.75331,-73.92454,EntireHome,7,1,64,4,0.7,140
Queens,40.75332,-73.94159,EntireHome,1,1,19,2,0.28,150
Queens,40.75332,-73.93343,PrivateRoom,1,1,49,26,2.42,84
Queens,40.75334,-73.81699,PrivateRoom,1,3,327,283,3.68,59
Queens,40.75337,-73.93355,EntireHome,2,2,39,60,3.54,95
Queens,40.75338,-73.90618,PrivateRoom,30,18,347,9,0.16,39
Queens,40.75338,-73.82342,PrivateRoom,1,2,0,6,0.17,40
Queens,40.75342,-73.9237,PrivateRoom,7,1,0,1,0.02,66
Queens,40.75342,-73.83164,PrivateRoom,1,1,25,34,4.49,90
Queens,40.75346,-73.88397,PrivateRoom,4,4,105,26,2.62,68
Queens,40.75348,-73.81785,EntireHome,2,3,316,206,4.02,105
Queens,40.75353,-73.9289,PrivateRoom,2,1,0,16,0.48,80
Queens,40.75353,-73.87688,EntireHome,1,1,127,3,1.73,86
Queens,40.75354,-73.95113,EntireHome,3,1,311,38,2.41,200
Queens,40.75355,-73.89221,EntireHome,2,1,336,12,1.62,170
Queens,40.75358,-73.93703,PrivateRoom,1,10,335,20,6.52,79
Queens,40.75363,-73.93463,PrivateRoom,3,1,0,1,0.02,80
Queens,40.75363,-73.88151,EntireHome,2,1,104,74,4.24,93
Queens,40.75364,-73.8108,PrivateRoom,2,4,124,52,1.94,50
Queens,40.75367,-73.9289,PrivateRoom,6,1,106,4,2.67,65
Queens,40.75368,-73.93298,PrivateRoom,1,8,314,4,3.33,159
Queens,40.75368,-73.90216,PrivateRoom,2,5,87,37,3.71,53
Queens,40.7537,-73.93505,EntireHome,3,1,101,1,1,139
Queens,40.7537,-73.93186,EntireHome,3,2,330,41,1.44,120
Queens,40.75373,-73.91902,PrivateRoom,1,1,350,1,0.79,60
Queens,40.75375,-73.90037,PrivateRoom,2,5,67,21,1.78,57
Queens,40.75376,-73.94101,PrivateRoom,3,2,32,17,2.25,55
Queens,40.75377,-73.7726,PrivateRoom,15,2,116,23,0.71,30
Queens,40.75378,-73.93449,PrivateRoom,1,1,83,5,0.15,65
Queens,40.75379,-73.83011,PrivateRoom,3,3,58,21,0.98,58
Queens,40.75381,-73.92559,EntireHome,1,2,67,195,7.75,93
Queens,40.75382,-73.91968,PrivateRoom,3,1,14,91,2.56,70
Queens,40.75382,-73.88231,EntireHome,2,1,302,25,1.21,150
Queens,40.75382,-73.87508,PrivateRoom,1,2,365,2,0.28,62
Queens,40.75384,-73.91433,EntireHome,5,1,250,443,4.47,99
Queens,40.75385,-73.78096,PrivateRoom,1,2,365,17,0.29,100
Queens,40.75386,-73.93677,PrivateRoom,1,10,344,18,5.93,79
Queens,40.75386,-73.93324,PrivateRoom,1,8,311,108,3.75,58
Queens,40.75388,-73.81561,PrivateRoom,1,4,85,73,2.87,54
Queens,40.75389,-73.83192,PrivateRoom,1,1,116,66,5.69,75
Queens,40.7539,-73.93419,PrivateRoom,1,8,310,70,3.35,55
Queens,40.75391,-73.90256,PrivateRoom,2,5,82,24,2.06,53
Queens,40.75394,-73.80538,PrivateRoom,2,3,171,187,3.69,45
Queens,40.75395,-73.87396,PrivateRoom,1,1,180,5,0.43,80
Queens,40.75396,-73.90111,PrivateRoom,2,1,2,13,3.15,56
Queens,40.75396,-73.8879,EntireHome,3,1,245,6,1.68,125
Queens,40.75396,-73.83361,EntireHome,1,1,43,44,3.51,60
Queens,40.75398,-73.90084,PrivateRoom,2,5,67,36,3.06,58
Queens,40.75398,-73.90083,PrivateRoom,10,1,0,1,0.12,40
Queens,40.75398,-73.82778,EntireHome,3,1,314,27,0.47,119
Queens,40.754,-73.80701,PrivateRoom,2,3,310,40,0.79,47
Queens,40.75401,-73.92013,PrivateRoom,1,1,0,4,0.18,49
Queens,40.75401,-73.91757,EntireHome,5,1,0,2,0.03,82
Queens,40.75401,-73.88236,EntireHome,2,1,138,21,0.38,100
Queens,40.75402,-73.81317,PrivateRoom,2,4,137,55,2.05,50
Queens,40.75403,-73.91814,EntireHome,1,1,0,9,0.19,140
Queens,40.75403,-73.90076,EntireHome,2,5,56,16,3.48,98
Queens,40.75405,-73.93717,PrivateRoom,7,1,0,1,0.02,60
Queens,40.75406,-73.80613,SharedRoom,1,3,79,5,3.85,25
Queens,40.75406,-73.80156,EntireHome,3,1,70,2,1.54,159
Queens,40.75408,-73.94098,PrivateRoom,2,2,0,21,2.83,48
Queens,40.75409,-73.76935,PrivateRoom,1,3,268,21,3.39,47
Queens,40.75411,-73.93634,PrivateRoom,1,10,356,10,4.17,89
Queens,40.75413,-73.90204,EntireHome,3,1,148,15,2.87,250
Queens,40.75418,-73.88586,EntireHome,2,1,0,14,0.5,235
Queens,40.7542,-73.92849,EntireHome,5,1,161,25,2.14,145
Queens,40.75421,-73.86435,PrivateRoom,1,3,345,102,2.14,75
Queens,40.75422,-73.81586,PrivateRoom,1,4,52,26,1.72,59
Queens,40.75427,-73.90646,PrivateRoom,1,1,326,54,1.25,55
Queens,40.75428,-73.93461,PrivateRoom,1,8,320,1,1,89
Queens,40.75428,-73.93323,PrivateRoom,4,1,27,24,2.11,64
Queens,40.75431,-73.83131,PrivateRoom,1,2,0,116,1.61,59
Queens,40.75432,-73.82273,PrivateRoom,1,2,0,1,0.08,60
Queens,40.75436,-73.93483,PrivateRoom,1,8,296,5,4.05,99
Queens,40.75436,-73.85696,EntireHome,2,2,121,49,3.08,135
Queens,40.75439,-73.89532,EntireHome,1,1,302,69,3.68,105
Queens,40.7544,-73.93314,PrivateRoom,3,2,252,29,2.58,95
Queens,40.7544,-73.82866,SharedRoom,3,1,0,3,0.07,20
Queens,40.75443,-73.80787,PrivateRoom,2,3,166,53,1.05,48
Queens,40.75444,-73.83057,PrivateRoom,1,2,0,75,0.99,76
Queens,40.75447,-73.92887,PrivateRoom,1,2,123,19,0.98,150
Queens,40.75448,-73.82295,PrivateRoom,1,1,0,37,1.41,55
Queens,40.75449,-73.88321,PrivateRoom,3,1,287,93,3.15,65
Queens,40.75452,-73.91458,PrivateRoom,4,2,0,8,0.54,52
Queens,40.75453,-73.93377,EntireHome,2,1,309,64,1,215
Queens,40.75455,-73.92006,PrivateRoom,30,1,87,18,0.6,80
Queens,40.75456,-73.80417,PrivateRoom,1,1,29,43,2.4,48
Queens,40.7546,-73.93643,PrivateRoom,6,1,0,2,0.12,48
Queens,40.7546,-73.93506,PrivateRoom,1,10,359,12,3.83,99
Queens,40.75461,-73.91903,PrivateRoom,4,2,0,4,0.17,30
Queens,40.75462,-73.88284,EntireHome,2,1,305,13,0.29,144
Queens,40.75462,-73.76923,PrivateRoom,1,3,348,87,4.05,38
Queens,40.75463,-73.93448,PrivateRoom,3,1,44,44,3.46,55
Queens,40.75464,-73.93561,PrivateRoom,30,1,85,17,0.71,50
Queens,40.75464,-73.91755,EntireHome,7,1,53,18,0.74,90
Queens,40.75465,-73.91357,SharedRoom,1,4,64,54,3.28,42
Queens,40.75465,-73.77361,PrivateRoom,15,2,122,31,0.96,30
Queens,40.75466,-73.72924,EntireHome,5,1,136,17,2.07,178
Queens,40.75469,-73.92822,PrivateRoom,1,2,138,27,1.39,99
Queens,40.7547,-73.81238,PrivateRoom,2,4,45,57,2.23,66
Queens,40.7547,-73.77904,PrivateRoom,1,2,365,19,0.32,100
Queens,40.75472,-73.91891,EntireHome,2,1,3,27,2.49,125
Queens,40.75472,-73.80417,PrivateRoom,1,4,0,66,3.33,38
Queens,40.75473,-73.8715,PrivateRoom,2,2,142,26,2.74,45
Queens,40.75478,-73.88786,EntireHome,1,1,127,30,3.64,110
Queens,40.75479,-73.85776,EntireHome,2,2,104,182,5.13,69
Queens,40.7548,-73.91364,EntireHome,4,1,101,12,2.07,170
Queens,40.75482,-73.89369,EntireHome,2,1,39,125,5.23,118
Queens,40.75482,-73.80368,PrivateRoom,1,4,0,52,1.95,48
Queens,40.75484,-73.90812,PrivateRoom,1,1,201,2,2,50
Queens,40.75485,-73.82138,EntireHome,3,1,0,1,0.02,90
Queens,40.75487,-73.93105,PrivateRoom,1,2,297,15,2.47,55
Queens,40.75489,-73.92167,EntireHome,2,2,332,57,3.21,177
Queens,40.75491,-73.9152,PrivateRoom,15,3,109,1,0.32,50
Queens,40.75491,-73.91445,EntireHome,3,2,148,37,4.14,98
Queens,40.75491,-73.88313,PrivateRoom,2,1,34,10,1.04,49
Queens,40.75494,-73.81818,PrivateRoom,2,5,142,49,0.78,59
Queens,40.75495,-73.87774,EntireHome,2,1,0,120,3.39,140
Queens,40.75499,-73.78902,PrivateRoom,1,1,319,72,4.53,90
Queens,40.755,-73.82333,EntireHome,1,1,14,2,0.08,120
Queens,40.75501,-73.93455,PrivateRoom,1,1,0,19,1.59,38
Queens,40.75501,-73.83315,PrivateRoom,1,3,41,39,3.7,120
Queens,40.75502,-73.9349,PrivateRoom,1,10,357,11,3.79,79
Queens,40.75502,-73.93163,PrivateRoom,4,2,45,128,4.25,50
Queens,40.75502,-73.81582,EntireHome,1,3,275,5,1.88,119
Queens,40.75507,-73.91822,PrivateRoom,1,1,309,2,1.3,70
Queens,40.75507,-73.90741,EntireHome,3,1,0,4,0.53,80
Queens,40.75508,-73.92918,PrivateRoom,1,1,0,1,0.02,45
Queens,40.75508,-73.91673,EntireHome,2,1,228,145,2.45,100
Queens,40.75509,-73.93703,EntireHome,1,10,326,3,1.36,299
Queens,40.75518,-73.80422,PrivateRoom,1,3,241,157,3.05,50
Queens,40.75519,-73.91582,PrivateRoom,2,1,0,2,0.18,54
Queens,40.75522,-73.83451,PrivateRoom,1,3,0,19,1.69,55
Queens,40.75522,-73.81259,PrivateRoom,2,6,177,28,1.68,46
Queens,40.75523,-73.91297,PrivateRoom,2,3,134,35,2.74,59
Queens,40.75523,-73.88418,PrivateRoom,1,1,3,52,1.56,70
Queens,40.75526,-73.86468,PrivateRoom,1,3,331,114,2.4,75
Queens,40.75527,-73.93125,EntireHome,2,1,221,1,0.67,125
Queens,40.75527,-73.90835,PrivateRoom,31,18,364,2,0.15,40
Queens,40.75528,-73.91628,PrivateRoom,5,1,279,43,1.21,55
Queens,40.75528,-73.83072,PrivateRoom,3,2,315,3,0.85,99
Queens,40.75529,-73.92961,PrivateRoom,1,1,107,4,1.17,50
Queens,40.75529,-73.83043,EntireHome,7,1,0,1,0.02,150
Queens,40.7553,-73.88702,PrivateRoom,2,2,323,49,1.05,50
Queens,40.75532,-73.91603,PrivateRoom,3,1,0,304,3.66,109
Queens,40.75532,-73.81074,EntireHome,3,4,0,37,1.45,85
Queens,40.75533,-73.93261,EntireHome,2,1,43,50,2.98,175
Queens,40.75533,-73.91936,SharedRoom,1,1,0,5,0.34,45
Queens,40.75533,-73.87804,PrivateRoom,1,2,154,81,2.26,40
Queens,40.75535,-73.92609,EntireHome,2,1,0,4,0.08,100
Queens,40.75535,-73.91397,EntireHome,7,1,186,2,0.04,135
Queens,40.75537,-73.91648,PrivateRoom,4,2,272,71,0.93,46
Queens,40.75538,-73.93455,PrivateRoom,1,2,24,6,0.25,199
Queens,40.75539,-73.91709,EntireHome,30,8,238,7,0.22,117
Queens,40.75539,-73.91311,PrivateRoom,1,4,136,4,0.16,39
Queens,40.75539,-73.83571,PrivateRoom,1,3,37,23,2.2,56
Queens,40.75539,-73.83203,PrivateRoom,1,4,25,20,1.52,50
Queens,40.75541,-73.93647,EntireHome,1,1,0,3,0.58,120
Queens,40.75541,-73.9335,PrivateRoom,1,8,283,95,3.37,35
Queens,40.75541,-73.90272,PrivateRoom,1,2,0,7,0.36,475
Queens,40.75541,-73.89239,PrivateRoom,1,2,305,222,2.63,85
Queens,40.75542,-73.93294,EntireHome,5,1,90,7,0.2,74
Queens,40.75542,-73.90716,EntireHome,3,1,32,14,1.79,125
Queens,40.75542,-73.9021,PrivateRoom,4,1,26,38,4.24,70
Queens,40.75546,-73.91768,PrivateRoom,4,1,0,9,0.2,39
Queens,40.75547,-73.91867,PrivateRoom,15,18,217,12,0.25,37
Queens,40.75547,-73.91539,PrivateRoom,20,3,30,2,0.63,48
Queens,40.75547,-73.83547,PrivateRoom,2,3,72,25,1.13,60
Queens,40.75548,-73.86632,PrivateRoom,1,3,357,106,2.25,75
Queens,40.75548,-73.81372,PrivateRoom,2,10,335,26,2.56,53
Queens,40.75549,-73.87731,PrivateRoom,1,2,179,1,0.32,100
Queens,40.7555,-73.82712,PrivateRoom,4,1,48,55,1.39,30
Queens,40.7555,-73.80539,EntireHome,2,1,57,1,1,128
Queens,40.75551,-73.934,PrivateRoom,1,8,298,79,2.74,58
Queens,40.75553,-73.83307,EntireHome,1,1,0,2,0.08,39
Queens,40.75554,-73.92127,EntireHome,2,1,46,40,4.14,120
Queens,40.75556,-73.81205,PrivateRoom,2,10,355,79,3.03,47
Queens,40.75557,-73.87958,EntireHome,4,1,365,1,0.35,129
Queens,40.75558,-73.93643,PrivateRoom,2,1,21,72,4.94,75
Queens,40.75558,-73.90534,PrivateRoom,2,2,271,30,1.18,45
Queens,40.75558,-73.89316,EntireHome,2,1,362,7,3.89,200
Queens,40.75558,-73.83343,PrivateRoom,1,1,360,74,2.26,96
Queens,40.75558,-73.81019,EntireHome,6,7,148,30,1.28,298
Queens,40.75559,-73.94106,PrivateRoom,1,4,344,2,2,101
Queens,40.75559,-73.9208,PrivateRoom,2,1,85,63,1.94,95
Queens,40.75561,-73.93596,PrivateRoom,2,1,0,1,0.05,59
Queens,40.75561,-73.80563,PrivateRoom,1,1,365,15,1.73,60
Queens,40.75563,-73.90493,PrivateRoom,2,2,282,2,0.68,50
Queens,40.75566,-73.91742,EntireHome,1,1,10,4,2.67,85
Queens,40.75569,-73.92175,EntireHome,2,2,349,4,2.61,344
Queens,40.7557,-73.81237,PrivateRoom,2,10,349,43,1.91,43
Queens,40.75571,-73.9338,PrivateRoom,1,8,278,57,2.57,55
Queens,40.75572,-73.80791,EntireHome,3,7,151,48,2.02,398
Queens,40.75573,-73.72931,PrivateRoom,1,5,250,17,0.79,45
Queens,40.75575,-73.93037,EntireHome,2,1,16,4,1.28,113
Queens,40.75575,-73.83261,PrivateRoom,2,2,69,45,1.71,60
Queens,40.75576,-73.93071,EntireHome,3,1,2,6,0.83,70
Queens,40.75577,-73.83263,PrivateRoom,2,1,223,42,1.2,60
Queens,40.75578,-73.93666,PrivateRoom,2,2,0,3,0.2,259
Queens,40.75578,-73.81948,PrivateRoom,1,3,327,477,5.5,55
Queens,40.75579,-73.9148,EntireHome,2,1,263,106,2.97,90
Queens,40.7558,-73.93399,PrivateRoom,1,8,291,69,3.06,58
Queens,40.7558,-73.92377,PrivateRoom,5,1,330,38,0.59,50
Queens,40.7558,-73.80953,EntireHome,6,7,317,50,2.17,150
Queens,40.75582,-73.83215,PrivateRoom,1,4,62,9,0.64,60
Queens,40.75583,-73.92596,PrivateRoom,3,1,0,18,0.32,120
Queens,40.75583,-73.91839,EntireHome,3,1,0,17,0.3,89
Queens,40.75584,-73.80618,EntireHome,3,1,56,21,4.38,105
Queens,40.75586,-73.87014,PrivateRoom,2,2,349,27,3,49
Queens,40.75587,-73.87867,PrivateRoom,2,1,356,16,1.17,45
Queens,40.75588,-73.93117,EntireHome,3,1,0,6,0.13,130
Queens,40.75589,-73.85755,PrivateRoom,1,1,295,40,3.61,60
Queens,40.75593,-73.92584,PrivateRoom,2,1,0,8,0.3,63
Queens,40.75593,-73.90268,PrivateRoom,1,2,0,11,0.55,425
Queens,40.75595,-73.93075,PrivateRoom,7,2,60,1,0.06,130
Queens,40.75596,-73.92798,EntireHome,2,1,94,45,2.3,135
Queens,40.75596,-73.92144,PrivateRoom,15,1,177,3,0.26,60
Queens,40.75596,-73.89702,PrivateRoom,4,1,328,18,0.8,45
Queens,40.75598,-73.8837,PrivateRoom,2,2,298,5,0.46,60
Queens,40.75599,-73.93415,PrivateRoom,1,8,253,76,3.4,55
Queens,40.756,-73.91589,PrivateRoom,2,1,38,3,2.43,80
Queens,40.756,-73.91386,PrivateRoom,1,5,101,31,5.22,55
Queens,40.75602,-73.88111,PrivateRoom,4,1,355,3,0.13,49
Queens,40.75602,-73.818,PrivateRoom,2,5,310,31,1.43,40
Queens,40.75602,-73.80241,PrivateRoom,1,2,0,22,1.07,95
Queens,40.75603,-73.93405,PrivateRoom,1,8,307,95,3.29,58
Queens,40.75605,-73.91341,EntireHome,1,5,83,5,1.1,225
Queens,40.75606,-73.93234,EntireHome,1,2,172,19,2.53,93
Queens,40.75606,-73.81954,PrivateRoom,1,5,321,51,0.8,55
Queens,40.75607,-73.93022,PrivateRoom,2,2,14,91,3.41,100
Queens,40.75607,-73.90146,PrivateRoom,1,1,89,3,0.28,80
Queens,40.75607,-73.83202,PrivateRoom,2,2,76,41,1.48,78
Queens,40.75607,-73.82212,PrivateRoom,1,2,0,3,0.25,60
Queens,40.75607,-73.80964,EntireHome,7,7,305,4,0.17,188
Queens,40.75608,-73.93048,PrivateRoom,4,2,8,5,0.23,110
Queens,40.75608,-73.90535,PrivateRoom,3,1,351,23,1.4,65
Queens,40.7561,-73.92578,EntireHome,1,1,89,1,0.34,170
Queens,40.7561,-73.80622,PrivateRoom,1,3,160,66,3.89,50
Queens,40.75611,-73.83271,EntireHome,2,7,59,31,1.86,149
Queens,40.75611,-73.81957,PrivateRoom,1,5,357,50,0.79,75
Queens,40.75612,-73.82517,PrivateRoom,2,2,311,31,0.52,55
Queens,40.75612,-73.72954,PrivateRoom,1,5,281,9,0.47,40
Queens,40.75613,-73.8856,PrivateRoom,1,1,310,1,1,40
Queens,40.75615,-73.91281,PrivateRoom,90,4,278,2,0.07,30
Queens,40.75616,-73.91657,PrivateRoom,15,3,98,3,0.41,60
Queens,40.75619,-73.92546,PrivateRoom,60,1,89,3,0.09,80
Queens,40.75619,-73.80482,PrivateRoom,1,3,166,64,3.79,50
Queens,40.7562,-73.83071,PrivateRoom,3,2,314,1,0.58,88
Queens,40.75625,-73.88957,PrivateRoom,1,1,0,44,2.11,64
Queens,40.75625,-73.87542,EntireHome,6,1,43,81,1.28,69
Queens,40.75627,-73.9211,EntireHome,30,8,340,25,0.26,95
Queens,40.7563,-73.93402,PrivateRoom,3,1,0,2,0.15,75
Queens,40.7563,-73.92971,EntireHome,2,3,130,9,1.09,134
Queens,40.75631,-73.90199,PrivateRoom,2,1,365,4,0.15,86
Queens,40.75633,-73.92777,PrivateRoom,3,1,173,5,0.23,70
Queens,40.75634,-73.91698,EntireHome,2,1,257,2,2,300
Queens,40.75636,-73.927,EntireHome,30,1,4,10,0.4,70
Queens,40.75636,-73.85841,EntireHome,1,4,32,1,1,89
Queens,40.75637,-73.92132,EntireHome,2,1,0,1,0.04,160
Queens,40.75637,-73.83208,EntireHome,2,7,61,25,1.92,159
Queens,40.75637,-73.81576,PrivateRoom,2,10,339,65,2.36,100
Queens,40.75639,-73.91619,PrivateRoom,25,3,183,5,0.31,50
Queens,40.7564,-73.92101,PrivateRoom,3,1,278,1,1,85
Queens,40.75644,-73.93486,EntireHome,3,1,85,126,2.65,195
Queens,40.75644,-73.82875,EntireHome,2,1,0,1,0.14,200
Queens,40.75645,-73.91458,PrivateRoom,4,1,0,1,0.04,50
Queens,40.75648,-73.93389,EntireHome,3,1,220,51,4.07,80
Queens,40.75651,-73.93441,EntireHome,3,1,251,36,3.5,170
Queens,40.75651,-73.91485,EntireHome,2,1,166,73,2.66,180
Queens,40.75651,-73.80455,PrivateRoom,1,2,0,17,1.24,50
Queens,40.75652,-73.81368,EntireHome,1,3,340,7,3.96,99
Queens,40.75653,-73.93268,PrivateRoom,2,2,55,9,0.2,120
Queens,40.75654,-73.94232,PrivateRoom,2,2,45,46,3.63,45
Queens,40.75654,-73.83146,EntireHome,2,7,69,35,2.24,278
Queens,40.75656,-73.80385,PrivateRoom,1,4,0,3,0.38,108
Queens,40.75658,-73.92181,PrivateRoom,3,1,0,6,0.14,68
Queens,40.7566,-73.81873,SharedRoom,2,5,101,29,0.47,35
Queens,40.75664,-73.92806,EntireHome,1,1,74,14,2.8,180
Queens,40.75664,-73.79975,PrivateRoom,2,1,296,3,0.08,95
Queens,40.75665,-73.92015,EntireHome,30,8,295,15,0.19,107
Queens,40.75665,-73.83317,EntireHome,2,7,76,29,1.76,149
Queens,40.75666,-73.91449,PrivateRoom,3,2,333,53,1.32,130
Queens,40.75666,-73.76314,EntireHome,2,2,309,69,0.97,299
Queens,40.75667,-73.92726,PrivateRoom,5,1,124,5,1.23,60
Queens,40.75669,-73.91974,EntireHome,2,1,0,21,0.86,74
Queens,40.75671,-73.91749,EntireHome,1,1,0,5,0.1,105
Queens,40.75671,-73.83337,EntireHome,2,7,66,41,2.65,159
Queens,40.75673,-73.9253,EntireHome,3,1,16,3,0.06,125
Queens,40.75675,-73.88599,EntireHome,1,3,139,19,2.85,99
Queens,40.75676,-73.93463,EntireHome,3,1,96,186,2.65,250
